modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,25-gemmascope-res-16k,13447, hexadecimal color codes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,34,references to customer support and service in ecommerce platforms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,38, phrases related to collaboration and teamwork,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,173,references to conservation and environmental management activities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,213, punctuation marks and statistical or structured data indicators,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,470,html tags and structural elements in a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,453, phrases indicating the validity or invalidity of claims,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,464, references to personal identity and emotional experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,465,terms related to inventions and devices,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,546,terms related to biological or ecological concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,544, relationships and familial connections,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,897," occurrences of the prefix ""dis"" in various forms",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1088,phrases and terms related to healthcare services and accessibility,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1087,references to programming concepts and structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1299, structured data or identifiers related to classifications or categories,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1322,references to roles of power and authority in a narrative context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1330, linguistic patterns or suffixes related to biological and ecological terms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1517,information related to veterinary species and conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1536,text related to military aircraft and their specifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1638, phrases related to decision-making and personal choices,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1744,terms related to randomness and random variables,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1823, phrases related to rankings and high quality,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1989,references to weapons and their characteristics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,1997,code and programming constructs related to vector operations and floating-point arithmetic,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2001,concepts related to personal growth and empowerment,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2126, mathematical symbols and expressions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2128, references to courts and legal proceedings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2139,terms related to healthcare and clinical practices,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2148,"various categories and items related to food, particularly recipes and ingredients",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2467,"words related to perception and understanding in relation to concepts, likely linked to the arts or literature",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2593, html table structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2895,words related to snoring,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2920,technical terms related to database management and programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2930,technical specifications and descriptions related to firearms and shooting mechanics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2936, terms related to experimental conditions in biological and medical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2942,key assumptions and conditions relevant to statistical and mathematical models,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2978,terms related to media coverage and public perception of events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,2932, scattered punctuation and formatting elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,3204,elements related to research processes and methodologies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,3203,terms related to search engine functionality and features,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,3453,latex package commands and settings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,3478,terms related to electron interactions and various microscopy techniques,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,3632, sequences of numbers or numerical references,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,3953,phrases indicating specific times or occasions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,4503," instances of the word ""pick"" and its variations in different contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,4516,alphanumeric characters or codes that follow specific patterns,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,4544," references to ""multi-"" or ""multi"" as a prefix or concept in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,4864, mathematical notation and technical terms related to physical concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,4879,references to achievements in sports and athletics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,4929,graphics-related function calls in coding contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,5787,names and familial relationships,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6564,terms related to strategies and their effectiveness,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6612,references to academic or artistic institutions and their associated discourses,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6705,terms related to procedural steps and guidelines in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6714,words and phrases related to bodily sensations and symptoms linked to health conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6721, structured data or code elements formatted in a specific syntax (like latex or programming code),gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6740,"references to grants, funding, and acknowledgments in research",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6718, structured programming elements in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6735,references to technology-related features and attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6743,"questions starting with ""how.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6748,references to participants and their experiences in programs or services,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6750,specific chemical or biological terms and identifiers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6762,"expressions related to caregiving, responsibility, and financial management",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6768, references to mental health and wellness initiatives,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6780," instances of articles, particularly ""a"" and ""an,"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6791,terms associated with automotive performance and engineering,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,25-gemmascope-res-16k,6822, references to technical aspects of software or programming code,gpt-4o-mini,oai_token-act-pair
