modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,24-gemmascope-res-16k,11491,names or proper nouns,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,12276," mentions of the name ""ann""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,15054,closing braces in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,3, keywords related to weather and climate,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,61,programming keywords and expressions related to data structures and functions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,142,terms related to classifiers and feature selection methodologies in data analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,231,specific terms related to algorithm-related discussions in the context of data structures or machine learning,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,291,specific references to scientific research and methodologies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,565,elements related to mathematical definitions and properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,642,elements related to database connections and user authentication,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,662,terms related to legal terminology and the articulation of evidence,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,723, structures and parameters related to function definitions and json objects in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,733, instances of the letter 'm' and variations of its representation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,742,sentiments related to loss and grief,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,864,references to restorative or remedial concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,1020,requests and expressions of appreciation for assistance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,1044, specific dates and time references,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,1065," instances of the verb ""have"" and its variations in different contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,1072, technical terminology related to electrical wiring components and their specifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,2196,references to device attributes and their management in the context of cuda programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,2232,references to essay writing services and associated topics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,2258,mentions of academic roles and acknowledgments of contributions in research,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,24-gemmascope-res-16k,2300,phrases and references to responsibility and accountability in legal contexts,gpt-4o-mini,oai_token-act-pair
