modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,23-gemmascope-res-16k,942,dates and days of the week,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2783,"forms of the verb ""to be.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,3649,header tags in html content,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,10309,references to countries,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,12145,html tags and attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,11989,urls and links,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,14976,expressions of gratitude,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,460,technical terms related to programming and its functionalities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,475,"terms related to the medical use and management of addiction treatments, particularly methadone",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,473,references to individuals and their roles or contributions in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,482,references to pet charities and volunteer organizations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,900," occurrences of the term ""test""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,1031,pronouns and their contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2120,technical terms related to machine learning and neural networks,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2129,phrases related to actions being conducted or performed,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2131, references to ownership or owners of entities or properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2141, mathematical symbols and functions related to data analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2150,html elements associated with progress indicators,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2153,terms related to fortifications and defensive structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2174,html elements related to buttons and input fields,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2145,"import statements in programming code, specifically for packages or libraries and their dependencies",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2152,references to health-related programs and initiatives,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2176, elements related to trail and hiking experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2182,financial market indicators related to currency and commodity prices,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2924,words related to personal preferences and characteristics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2933,phrases related to dog training equipment and techniques,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2956,references to specific entities or groups from different contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2960, words and phrases related to comparisons and assessments of authenticity or realness,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2928,statements expressing desires and intentions regarding efficiency and effectiveness in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2937,reflections on personal identity and transformation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2942,sentences discussing emotions and expressions of gratitude or sympathy,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2971,legal terminology related to court motions and amendments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2972,references to firearms and weapons,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2976,phrases related to educational policies and initiatives,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,5455," forms of the word ""of.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6700,mentions of conservation efforts and related terminology,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6706, numerical patterns or sequences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6718,terms and references related to influential architects and their designs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6722,references to data structures or algorithms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6724,referencing public transportation and travel logistics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6736,expressions of surprise or humor,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6737, terms and references related to data analysis and statistics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6743,references to hard work,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6746, references to successful musical careers and the journey of artists,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6704, words related to specific dietary options and nutritional information for animals,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6721, phrases that suggest taking action or making changes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,7051, the presence of the start of new sections in a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,9492,references to ford vehicles,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,10335,financial figures and calculations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,13494, instances of quotes or dialogue,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,7054,words related to participation and involvement in community or social activities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,840,references to books and literature,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,4902,references to books and authors,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,5753, return statements in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6059,comments and annotations in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,7302, parentheses and associated context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,8338, instances of contact information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,209, programming-related terms and function calls,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,3," elements related to user interface components, particularly for displaying lists of items",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,4,names and family relations in biographical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,5,closing curly braces and semicolons in code syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,8,references to python data structures and their implementations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,9,terms and phrases related to domestic and sexual violence incidents and law enforcement responses,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,2,"references to instances in programming, particularly in object-oriented contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,7,phrases indicating research findings or conclusions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,6,references to legal articles and sections within documents,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,1,scientific terms related to genetic variation and evolutionary processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,0, multiple citations and references regarding legal topics or frameworks,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,19,legal terminology and references related to contracts and agreements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,18," references to legal requests and motions related to court proceedings, particularly those involving temporary orders or appeals",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,10,terms related to cost and cost analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,11, references to sports performance and outcomes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,14,"instances of the word ""a"" and phrases describing personal attributes or identities",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,16,phrases that relate to effectiveness and efficiency in interventions and systems,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,13,"references to saints and religious figures, particularly with ""st"" or ""saint"" in their names",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,15, terms and structures related to mathematical or computational expressions and their components,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,12,software versioning and update information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,23-gemmascope-res-16k,17, variable assignments and function definitions in code,gpt-4o-mini,oai_token-act-pair
