modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,10-gemmascope-res-16k,10529,html attributes and their values,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,10755,html table and element tags,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,10984,structured sections of code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,11564, html header tags,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,12088,product announcements and releases,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,14508,closing html tags,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,14641,the beginning of a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,16041,numerical representations or sequences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,16045,references to conferences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,16167,url parameters and web tracking codes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,16181,chemical compound formulas and their properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,16199,references to silver and its compounds,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,16231, special characters and formatting elements in textual data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,16228,elements related to programming functions and methods in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,16259," instances of the word ""by"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,16242, phrases related to critique or skepticism regarding mandates and norms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,10-gemmascope-res-16k,16291,references to individuals involved in legal or judicial proceedings,gpt-4o-mini,oai_token-act-pair
