modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,16-gemmascope-res-16k,1758, assignments in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,2696,dates and timestamps,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,9938,references to music,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,43, html tags and attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,103,phrases indicating relationships or references to specific topics or subjects,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,149,references to enjoyment and playfulness,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,430,"forms of the verb ""be""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,698,references to specific locations or events in a community setting,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,682,html tags and links within a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,806,expressions of fear and anxiety,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,809, programming and json-related operations in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,968, technical terms related to system layouts and user interface components,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,1080,references to individuals and actions related to marketing and distributing products,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,1262,sections of the text with significant numerical data or coding structure,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,1360, numerical data in sequences or listings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,1362,references to social justice issues and environmental concerns,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,1365,assertions and denials regarding statements or beliefs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,1367,special characters and symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,1383,expressions of sadness and disappointment,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,1972,mentions of awards and recognitions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,2029,references to hell and related concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,2660,terms related to evaluations or assessments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,3318,urls and links to web content,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,3322,interrogative phrases seeking assistance or information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,4415,technical terms related to electronics and engineering concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,4416,phrases related to announcements or declarations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,4593,structures related to data handling,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,16-gemmascope-res-16k,4904, words related to medical and sports contexts,gpt-4o-mini,oai_token-act-pair
