modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,6-gemmascope-res-16k,13817,numeric values,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,5222, urls or web addresses,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,8489, html list items,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,11199, numerical values and dates,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,10097,"the main thing this neuron does is find the verb ""give"" and its variations (e.g. ""giving""). it consistently shows high activation for forms of ""give"" across different contexts.",claude-3-5-sonnet-20240620,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,10099,"expressions of uncertainty or speculation, particularly phrases like ""i don't know"", ""i suspect"", ""it sounds like"", and similar constructions that indicate the speaker is making guesses or expressing doubt about something.",claude-3-5-sonnet-20240620,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,79,"references to socio-economic class, particularly the middle class",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,87,names of individuals associated with acknowledgment or thankfulness,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,124,emotional states and reactions in people,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,142,terms related to dual systems or functionalities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,159,references to media sources and industry entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,177,mentions of research projects and academic work,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,192,"terms related to policies, guidelines, and documentation",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,213, latex document structure elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,214, specific numeric or financial values and their contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,231,past tense verbs and phrases indicating actions or events that have occurred,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,241,references to academic titles and positions of professors,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,253,test assertions and equality checks in code structure,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,286,"technical terms related to physics and quantum mechanics, particularly those associated with cavity qed and the purcell effect",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,295,mechanical components and controls related to vehicle operations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,343,terms related to manufacturing processes and manufacturers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,344,instances of decision-making or choice-related phrases,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,369, phrases related to evaluations of adequacy and means of achieving goals,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,374,beginning sections of texts or documents,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,376, references to spiritual authority and divine influence,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,377, indicators of dynamic participation or involvement,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,384, html and xml tags,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,414,image attributes and specifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,424,references to specific locations or entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,461,special characters and formatting indicators in text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,496,references to installation processes and commands,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,498,lines of code related to retrieving and manipulating variables or values within a programming context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,526,numeric milestones or records within a context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,535, mathematical notations and symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,545,names of people and greetings in conversation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,553, references to agreements and negotiations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,568, elements and themes related to blurriness or lack of clarity in both visual and metaphorical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,593, html element attributes associated with images and links,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,597,symbols and formatting related to programming or mathematical expressions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,6-gemmascope-res-16k,601," references to actions by individuals, particularly emphasizing personal agency and decision-making",gpt-4o-mini,oai_token-act-pair
