modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,9-gemmascope-res-16k,8375,html closing tags,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,3579,phrases indicating doubt or denial,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,6895,legal case citations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,10679,terms related to pricing and ticket sales,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,13344,information related to scheduled events and gatherings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,112,instances of conjunctions and high-frequency transition words,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,113,terms related to stress and its management or effects,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,115, references to numerical data or statistics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,116,articles in a variety of contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,117,terms related to scientific methods and analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,118,data related to research and publication protocols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,119,sql-related keywords and structure,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,111, phrases relating to coordinated movement or interaction between entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,13345,terms related to booting and boosting processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,13346, function calls related to appending,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,13347, numerical data and their representations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,3,the existence of correlations and relationships between various factors or conditions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,4,statements that reject claims and assert governmental positions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,5,terms related to news broadcasting and programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,6, numerical data and references related to medical therapy outcomes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,7,"references to violence, specifically incidents involving injury or death",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,8, constructs and syntax related to programming and flow control,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,9,"programming syntax and structure, particularly in code snippets",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,18,structure and syntax elements related to programming functions and methods,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,19,elements related to crafting and card making supplies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,15,references to miniature or small objects and their characteristics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,22,"terms related to business, enterprise, and commercial activities",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,23,"statements related to the theme of ""when it comes to"" or discussions surrounding importance",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,24,programming-related identifiers and data manipulation operations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,25,"phrases emphasizing the word ""especially.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,26, phrases related to timeframes and milestones,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,27,terms related to art market pricing and related entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,28,references to geographical locations and their associated events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,35,economy-related terms and expressions indicating economic uncertainty or decline,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,9-gemmascope-res-16k,36,elements related to financial or royal wealth and status,gpt-4o-mini,oai_token-act-pair
