modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,0-gemmascope-res-16k,5311, occurrences of symbols and variables in mathematical expressions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,612, urls,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,4043,references to sinks,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9340,references to tents,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,10586,expressions of hope,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,15944," references to ""shadow.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,6896,"references or citations to academic papers, particularly those with ""gp"" in the identifier.",claude-3-5-sonnet-20240620,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9071, occurrences of the data type 'float' and its variations in programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9080, instances of possessive pronouns,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9094,"the concept of ""replication"" or ""replicating processes""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9096,terms related to biological organs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9102, references to bows and loyalty,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9111,"variations of the verb ""go"" in different tenses",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9114,terms related to hybrid entities or concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9126,"references to the word ""den"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9131,repeated sequences of the character 'e',gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9141,references to motion across various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9143,references to medical and health-related terminology,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9144," occurrences of the substring ""qu""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9151,api-related terms and operational keywords from web service responses,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9161," occurrences of the word ""une"" or its variations, indicating a focus on singular feminine nouns in french",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9165,"proper nouns, particularly names related to people and places",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9172,terms related to military leadership and authority,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9173,terms related to impactful or significant elements in a context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9188,references to additional resources or citations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9191,references to mathematical or physical axes and their characteristics in a scientific context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9192,references to temperature or heat,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9201, references to channels or systems of organization,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9202,conversational phrases and expressions of opinion,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9209,references to pdf documents and their statistical analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9211,"repeated mentions of the name ""jones.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9213,instances of uncertainty or confusion regarding knowledge and ideas,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9221,terms related to hooks in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9222, terms related to rental properties and payments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9231,references to problems or issues encountered,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9239,references to government departments or agencies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9240,specific terms and elements related to bioinformatics and programming concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9254,"instances of the word ""mistake.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9261, terms related to violence and conflict,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9269,references to maximum values or limits,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9271,"the occurrence of the term ""rabies"" across various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9281,"specific mentions of ""dark"" or ""dark"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9283,words related to difficulty or challenges,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9287,references to a specific individual or name,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9291,references to deceit or dishonesty,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9298," occurrences of the word ""patch"" and its variants",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9301,"references to the term ""imperial"" and its related concepts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9304, terms related to electrical wiring,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9319,references to databases and computational performance metrics in scientific contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9321,references to light reflection in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9332,phrases and questions related to discovering or retrieving information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9347,phrases and descriptors related to simplicity and ease of use,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9351, instances of the word 'never',gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9358,"mentions of ""estate"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9359,references to objective-c or swift programming language constructs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9361,terms related to code structures or functionality in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9377,references to compromise in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9382,phrases and words that indicate dedication or commitment,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9383,references to teenagers and adolescent development,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9391,references to libraries and software,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9401,terms related to restoration or recovery,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9412, topics related to music and cultural performances,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9421,terms related to alignment in scientific or technical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9424,references to signal related terms and jargon used in technical or scientific contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9431,references to tribal affiliations and relationships,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9435,references to villages,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9446,"references to the concept of ""grand.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9451,references to disruptive or damaging events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9459,references to death or dying,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9461," references to the concept of ""wider"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9479,mentions of the internet or online activity,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9481,"references to the concept of ""ultimate.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9483, activities related to climbing and associated challenges,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9492, terms related to intention or purpose,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9508,words related to the deployment of applications or resources,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9506, topics related to bonuses,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9511,references to the concept of being alive or existence,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9522,"derivatives or related terms associated with individuals or entities named ""ori.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9525, references to the concept of 'world.',gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9533, references to garage doors,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9534,terms related to metrics and measurements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9540,references to glass materials and their properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9543,"mentions of the name ""ren"" and its variants, indicating a focus on this specific individual in the text",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9551,references to data payloads in a programming context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9554,terms related to pop culture and music,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9561,terms related to linear and nonlinear properties in mathematical or scientific contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9562,"the name ""shanti bahini"" mentioned multiple times in the text",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9574,references to declines in various contexts or situations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9582,"repeated references to specific numeric or symbolic values, particularly in technical contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9591,references to memory addresses in a programming context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9606,references to voters and voter-related terminology,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,0-gemmascope-res-16k,9611,references to slides and slide-related functionality,gpt-4o-mini,oai_token-act-pair
