modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,1-gemmascope-res-16k,227,dates and times,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,12503,references to data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,5294,the presence and usage of various model definitions and imports in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,5274,references to legal cases,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,10403,references to solar energy,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,15003,"mentions of the word ""ham""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9221,terms related to long-term considerations or impacts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9232,terms related to veterinary practices and the management of animals,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9233, terminology related to control systems and device functionalities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9255,"terms and phrases related to medical conditions, diagnoses, and the associated statistics",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9267,mathematical expressions and equations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9279,terms related to sorting and organization,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9285,references to flight-related activities or terms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9297,references to programming constructs and operations in code snippets,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9302,"references to places, names, and notable entities in a political or social context",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9313,references to the concept of infinity,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9334,terms related to public health and infrastructure,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9341,elements related to user identifiers and roles in a system,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,1-gemmascope-res-16k,9344,references to young individuals,gpt-4o-mini,oai_token-act-pair
