modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,17-gemmascope-res-16k,6366,spaces or gaps in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,1800, numerical or structured data inputs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,6033,ingredients and steps in a recipe,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,9019,html header tags,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,10890, mathematical symbols and operators,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,11357,comment delimiters in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,13789,scientific terminology related to molecular biology and genetic modifications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,13788,references to memory addresses or pointers in programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,13786,elements related to programming logic and data structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,13787,connections in questions and conversational contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,13780,mentions of the act of hearing or listening,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,13781,"terms related to the concept of ""free.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,388,negative responses or denials,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,10, references to code structures and functions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,11,phrases related to assumptions and their implications in theoretical contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,12,expressions of gratitude and acknowledgement,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,13,terms related to evaluation and measurement in a scientific context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,14,letters or symbols representing scientific authors or affiliations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,0,function-related terms and operations in programming or code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,1,expressions of contrast or contradiction,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,2,"references to ""main"" or ""mainstream"" concepts within the text",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,3,references to waking up or being awakened,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,4,language related to responsibility and accuracy in information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,5,logging and error handling operations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,6,references to technological and scientific advancements or applications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,7,scientific terms and equations related to electron energy and material properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,8," code-related structures and elements, specifically in programming contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,9,attributes and statements related to function and variable declarations in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,20,descriptions of sensations and experiences related to food and social interactions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,21,phrases related to the historical origins and dates of events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,22,dates and times related to events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,23, variables and parameters used in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,16, instances of receiving or being awarded something,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,17,references to celestial objects and stellar phenomena,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,18,references to academic journals and publications,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,19,terms related to structured data collection and frequency of services,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,15, elements in a structured format or delimiter-based lists,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,29,phrases that express belief or justification for certain actions and behaviors,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,24,references to original sources or citations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,25,information related to medical conditions and treatments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,26," occurrences of the word ""register"" and its variations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,27,phrases related to legal and ethical considerations pertaining to government actions and immigration policies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,28,terms related to infection dynamics and affected populations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,33," numerical data and statistics, particularly related to measurements and physical attributes",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,34,"elements and functions related to matrices and graphics operations, particularly in a programming context",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,35,"elements of biological or scientific data, particularly related to proteins and regulatory factors",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,36,technical terminology related to data processing tasks and structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,37," occurrences of the phrase ""in"" at the start of sentences",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,38,medical terms related to survival rates and treatment efficacy,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,39,quantitative data or numerical values in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,32,references to historical immigration policies and their impacts on minority groups,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,31,terms related to removal or deletion processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,30,descriptive phrases and details about experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,50,affirmative expressions or confirmations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,51,references to funding sources and grant agreements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,52,phrases related to support and empowerment for individuals in difficult situations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,53,elements related to urls and web server configurations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,54,quantitative comparisons and numerical discussions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,55,function calls and method signatures in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,56,statements regarding divine authority and knowledge in the context of religion,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,57,character interactions and relationships in a narrative context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,58,cooking instructions and methods involving ingredients,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,59, information related to village populations and geographical details,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,40, html and javascript elements related to scripts and stylesheets,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,41, numerical sequences and mathematical expressions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,42,assertions about political beliefs and identity,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,43,references to major sporting events and performances,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,44,conversations or statements regarding political advice and strategies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,45,"key religious concepts, particularly those related to divine attributes",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,46,chemical compounds and their symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,48, insights related to discussions or opinions about societal issues,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,49,numeric and statistical data representations in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,47,"verbs that indicate changes in condition or state, particularly those related to hindrances or obstacles",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,60,interrogative sentences or questions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,61,references to government secretaries and their respective departments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,62,references to state sovereignty and governance issues,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,64,references to olive oil production and attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,63,terms and phrases related to infection and its implications in health contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,65,structured data related to xml and web protocols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,66, references to processes or actions related to data handling,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,67, biochemical and metabolic terms and measurements related to scientific analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,68,terms related to bacterial infections and hygiene practices,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,17-gemmascope-res-16k,69,numerical or statistical information related to study results or conclusions,gpt-4o-mini,oai_token-act-pair
