modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,7-gemmascope-res-16k,8556, html tag closing sequences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,10506,language codes and urls,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,9736, mentions of network ports,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,12912,ellipsis or pauses in text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,13275, hyperlinks in a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,13500,closing html tags,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,2,references to specific books and chapters in biblical scripture,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,13,references to theft or criminal activity in retail contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,21, expressions of continuity or ongoing actions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,36,specific scientific terminology related to astrocytes and lipid metabolism,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,43,terms related to catholic religious figures and institutions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,52,"references to coffee, tea, and related beverages",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,69, programming language constructs and syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,72,expressions related to offering assistance or support,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,83, terms related to the rear portion of vehicles and their components,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,86, mathematical terms and expressions related to algebra and topology,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,99," references to files, copyright, and licensing information",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,102,phrases indicating causality or relationships between actions and their outcomes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,120,currency-related terms or symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,132,   instances of cutting or slicing actions and related terms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,182, programming-related terms and operations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,183,"json syntax elements, particularly focusing on key-value structures",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,191,phrases indicating conditional scenarios or hypotheses,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,198, xml closing tags,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,227, mathematical symbols and notation related to functions and operations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,229, file paths and references in code or scripts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,252,references to robots and robotic systems,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,261, expressions of doubt or uncertainty,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,274, html attributes and elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,302,numerical values and formatting typically associated with time or dates,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,304,"repeated references to ""form.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,321, terms related to mobile communication technology and services,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,355,references to the state of georgia and its legal context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,369, html closing tags for elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,392, quantifiable measurements and values in text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,402,references to cameras and webcam technologies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,422,comments and suggestions related to minor revisions in academic manuscripts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,423,specific u.s. state abbreviations and their corresponding mentions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,442,terms related to cancer immunotherapy and neoantigens,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,450,references to emotions and their various influences on human behavior and experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,464,terms related to contractual obligations and legal liabilities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,477,references to european websites or institutions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,502,"proper names, particularly surnames",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,523, adjectives and expressions related to qualities or evaluations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,524,references to specific themes in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,547,terms related to demonstrations and showcases,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,553,mentions of specific dates and months,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,593, expressions of personal feelings and beliefs about religion or faith,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,606,comments in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,600,names of sports teams and players,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,612,mathematical expressions and combinatorial notation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,615, programming languages and their versioning,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,622,elements related to scientific concepts and theories,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,653,key terms related to cardiovascular health and medical interventions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,654," references to ""empty"" or ""emptiness"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,675,terms related to mathematical notation and notation for variables in equations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,692,"references to data in parentheses, particularly numbers and their significance",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,727,references to secretive operations and intelligence activities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,762,terms related to assistance and contributing positively to outcomes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,842,terms related to genetically modified organisms and animal testing ethics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,852,terms related to decreases and reductions in values or levels,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,853,mathematical expressions or notation related to algebra or calculus,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,891, references to specific cities and locations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,897,dates of birth,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,902,neutral or technical content lacking emotional indicators,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,910, mentions of icons or iconography,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,926,function and method declaration syntax in programming languages,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,944, instances of definitions or references related to various subjects or terms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,951, method calls related to starting activities in an android application,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,962,terms related to silica and silicaceous organisms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,973, programming commands and code elements within text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,982, geographic locations and proper nouns associated with places,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,995, preprocessor directives and compiler instructions in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1097,references to organized crime and gangster-related elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1112,"variations of the word ""expression"" and related terms indicating expression or manifestation",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1124," occurrences of the word ""pass"" and its variations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1132,phrases and clauses that introduce contrast or exception,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1138,terms related to physiological processes and mechanisms within the body,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1142,words related to supervision or management contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1162,terms and phrases related to wireless communication technologies and their functionalities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1173,phrases related to discussions about political affiliations and referendums,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1187,references to political figures and entities related to russia,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1192,java library or framework components and related coding keywords,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1194, references to job-related content,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1208,negative or adverse conditions related to health or treatments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1213, the beginning of a document or section,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1223,economic terms related to inflation and interest rates,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1246,technical jargon and specific descriptors related to video processing and encoding,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1252,terms related to mold and duty cycle corrections,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1257,specific programming keywords and structures related to class creation and method definitions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1262,keywords related to promotional offers and discounts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1263, phrases related to mathematical definitions and properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,7-gemmascope-res-16k,1273,phrases related to trust and confidence,gpt-4o-mini,oai_token-act-pair
