modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,11-gemmascope-res-16k,7064, template syntax in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,7491, html entities and symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,9411, html or xml tags,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,12099, references to legal cases,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,12661,references to goals and objectives,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,12812, patterns of structured or indented text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,16172,terms related to alcohol use disorder and its treatment,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,16231,references to senders and receivers in email or messaging systems,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,16232," occurrences of the ""system"" and ""javax"" namespaces in code",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,16258,phrases related to skepticism and questioning,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,16311,references to wives and their relationships,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,16292,html elements and attributes related to java interfaces in a context of web documentation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,16314,terms related to professionalism and clarity in communication,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,16355,words and phrases related to business and financial analysis,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,16362," components and structures related to programming, particularly in a coding context",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,16369,references to academic conferences and proceedings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,15948,conditional statements in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,9260, inquiries regarding questions and contact information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,11650, file paths and programming-related syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,13063,"syntax related to programming, particularly variable declarations and function definitions",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,0,numeric values and specific identifiers related to data or research metrics,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,1,statements regarding the influence of design and aesthetics in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,2,references to different floors and levels within a building,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,3, words related to arrival and arrival times,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,4,references to medical conditions and treatments related to clinical outcomes and patient evaluations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,5,content related to gaming and professional skills,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,6,technical terms related to biological processes and cellular activities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,7,instances of romantic or flirtatious behavior in interpersonal relationships,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,8,references to relationships and familial connections,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,9,references to expertise and expert opinions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,10,technical terms and commands related to software development and build configuration,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,11,first-person expressions of personal experiences and sentiments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,12, elements related to questions and assertions in a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,13,concepts related to spirituality and the divine,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,14,references to options or configurations used in programming contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,16,phrases related to decision-making and preferences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,17, the letter 'a' in various contexts and formats,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,18,expressions of appreciation and gratitude in a professional context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,19,phrases related to ensuring quality or success in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,15,code-related terms and concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,11-gemmascope-res-16k,29,sensitive topics regarding moral and ethical beliefs,gpt-4o-mini,oai_token-act-pair
