modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,14-gemmascope-res-16k,5694,names of people,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,6280, urls and web links,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,104,negative conjunctions and refusals,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,53,code structure and function definitions in programming syntax,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,52,"references to research, knowledge, or expertise related to topics of interest",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,126, numeric values or codes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,150, programming-related terms and concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,161,the presence of interrogative or rhetorical questions in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,261," mathematical expressions and notation, particularly involving brackets and formulas",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,276,conditional statements and hypothetical scenarios,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,313,terms related to inter-related processes or communication,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,314, references to physical structures and their dimensions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,315,terms related to recovery or recuperation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,319,elements related to data structures and mathematical sets,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,304, punctuation marks and indicators of lists or series,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,316, references to treatment outcomes or effectiveness in clinical studies,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,317, phrases related to articles and advertisements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,302,expressions related to legal disputes and disagreements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,423,phrases that indicate ability or capability to perform actions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,441, words related to coding or programming elements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,612, discussions around societal issues and community events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,613, numeric values and their associated symbols,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,610,programming or technical terms related to software development and libraries,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,681,phrases related to statements and testimony in legal or professional contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,682,information about physical activities and sports,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,726,quantities and occurrences related to events or actions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,727,expressions indicating comparison and emphasis on importance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,725," code and programming-related syntax elements, specifically semicolons and comments",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,771,numerical data and measurements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,785,special characters and punctuation marks in textual data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,788,pieces of code that handle error-catching mechanisms in asynchronous functions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,799, periods and sentence endings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,789,terms related to statistical tests and programming functions associated with data handling,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,793,numeric values and their relationships in data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,807," references to inventions and innovations, particularly in technical contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,809, code-related structures and keywords,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,810,references to detection methods and related terms in scientific contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,830,specific categories or labels related to documents or reports,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,811,phrases indicating challenges or impediments,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,814,references to statistical data and analysis in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,851, references to biological substances and chemical properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,967," metrics of academic productivity, particularly related to publications in the field of bioinformatics",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,964,phrases related to personal commitments and responsibilities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,961,language related to judgment and bias in legal contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,968,future actions or commands in the context of instructions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,963,relationships between familial terms specifically focusing on sons and daughters,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,1005,mathematical equations and inequality relationships,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,1027,legal terms and references related to court procedures and rules,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,1029,"programming language elements and structures, particularly in java",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,1028,"legal terminology related to claims, immunity, and procedural regulations",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,1092,statistics and numerical data relating to sports performance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,1093, terminologies related to electronics and circuitry,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,14-gemmascope-res-16k,1153,elements related to navigation and selection in a webpage structure,gpt-4o-mini,oai_token-act-pair
