modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,15-gemmascope-res-16k,9830,html comment tags,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,10143,references to countries,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,11853,urls and web links,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,455, numerical values and data in a scientific context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,456," references to the pros and cons of specific medical treatments, particularly opioids",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,452,questions about identity and existence,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,471,phrases related to the collection and handling of biological samples,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,1545,references to various types or categories,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,1624,links to wikipedia articles,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,2056,references to wikipedia,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,2134,"the conjunction ""and"" used in various contexts throughout the text",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,2794,numerical data and values,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,2974,quantitative relationships and mathematical expressions involving coefficients and functions in mathematical documents,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,2933,words related to renting and leasing,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,2943,elements of code structure and semantic programming constructs,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,2976, concepts related to causal relationships in statistical models,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,2977,technical terminology related to software features and functionalities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,3112, quotes or speech marks in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,3122,quantitative medical data,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,4487, terms and phrases related to food and cooking,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,5697, mentions of file paths in the text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,6454,health-related issues and symptoms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,6718,the beginning of a document,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,6783,references to walls or barriers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,7156, constants in programming code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,9387,the beginning of a document or section,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,10831," the word ""and.""",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,11088,html tags and their attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,11464,locations and geographical names,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,13083, html and css styling attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,14026,addresses and location details,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,14984,expressions of friendship and support,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,16366, urls or links in a text,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,3938, references to pictures and visuals,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,1971, reported speech or quotations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,3715,comment blocks in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,12244,mentions of racial and ethnic disparities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,5896,dates and legal references,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,12246, phrases related to technological advancements and processes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,12247,emotional expressions and feelings,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,12248,"instances of the word ""hand"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,12240,information related to military service and veterans,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,12249,references to familial relationships and inheritance,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,11576," syntax elements related to programming constructs, particularly in array and memory management",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,11578, phrases that emphasize preferences and comparisons of value,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,0,references to australia and its related geographical and historical context,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,3," scientific terms related to medical research, specifically in the context of clinical studies and treatments",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,4,links and references to resources or documents,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,9,references to specific individuals and their roles in discussions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,8,phrases indicating conditions and restrictions in various contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,1,references to people with notable achievements or titles,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,6,references to various forms of documentation and media,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,7,structured data formats or hierarchical elements like lists and nested properties,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,2,specific numerical patterns and identifiers,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,5,references to apps and software libraries related to personal organization and management,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,11,structured data or tabulated information,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,12,questions and concerns regarding user privacy and data management,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,13,specific terms and structures related to grammatical cases and syntactic functions in language,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,15,terms related to manufacturing processes and production,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,16, programming-related structures and functions related to data management and manipulation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,19, technical terms related to machinery or equipment,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,17,statistical data and performance metrics in sports contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,10,phrases that indicate product representation and potential discrepancies in descriptions versus actual items,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,14,"elements related to data or structural formats, particularly in a database or programming context",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,18,phrases related to established practices and routines,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,11579,elements related to hierarchy and authority,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,21,"proper nouns and names, particularly those related to individuals involved in legal or educational contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,20,situations involving significant emotional or dramatic events,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,25,references to governmental actions and measures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,26,phrases related to community health and leadership structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,27, technical data structures and indexing references,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,28,"descriptions of artistic qualities and personal attributes in a variety of contexts, emphasizing talent and emotional appeal",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,24,c programming constructs related to data structure and memory management,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,22,terms related to financial and economic contexts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,23,"specific programming constructs, particularly related to functions and error handling",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,36, structured data format delimiters,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,34,technical terms related to programming and data structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,38,phrases related to proportional relationships in data and associations between variables,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,30,emotions and sentiments related to boredom and the need for change,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,32,specific proper nouns and names associated with individuals and entities,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,33, numeric values and mentions of geographical locations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,31,code elements and function definitions related to user interface event handling in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,35, references to programming commands and instructions related to api calls and file handling,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,37, phrases related to scientific events and advancements,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,39,terms relating to the dynamics and behaviors of active matter systems,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,43, updates and improvements related to software functionality,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,46,expressions of anticipation and recommendation,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,47,phrases that indicate collective or collaborative actions and concepts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,48,elements related to formatting and structuring academic texts,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,49,references to scientific publications and their attributes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,41, return statements in code,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,44,phrases related to customer service quality and experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,42,terms related to health benefits associated with massage therapy,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,45,references to clothing and attire,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,11573,phrases related to artistic exhibitions and their components,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,50, elements related to user interface properties and controls in programming,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,15-gemmascope-res-16k,52,phrases reflecting skepticism or criticism towards organized religious practices and their societal implications,gpt-4o-mini,oai_token-act-pair
