modelId,layer,feature,description,explanationModelName,typeName
gemma-2-2b,19-gemmascope-res-16k,12792,urls and web links,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,10737, urls and web addresses,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,13048,"mentions of ""men"" and related terms",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,10523, patterns and numerical values within programming and code structure,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,10522,references to workplace dynamics and relationships,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,10520,terms related to legal or regulatory document references,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,99,code structure attributes such as class definitions and method declarations,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,93,terms related to weight and weight management,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,90,references to government systems and political structures,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,97,expressions of complexity and uniqueness in narratives,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,91,terms related to viruses and their effects on health,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,100, phrases indicating specificity and attention to details,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,5, closing braces in code structures or functions,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,6,phrases related to shopping experiences,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,0,references to legal jurisdictions or court-related terms,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,4," instances of the string ""in"" and its variations, particularly in a technical or coding context",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,1,"terms related to ""bull"" in various contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,8,"specific locations, particularly in geographic or spatial contexts",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,9, phrases related to competitive match results and outcomes,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,7,concepts relating to emotions and emotional states,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,10," details about specific game events, scores, and their significance",gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,13, phrases indicating inevitability or outcomes based on choices,gpt-4o-mini,oai_token-act-pair
gemma-2-2b,19-gemmascope-res-16k,15,information related to music album releases and specifications,gpt-4o-mini,oai_token-act-pair
